Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S1549,16,19,23,24,1.6,0
S1550,17,10,10,10,1.4,0
S1551,22,57,45,47,8.1,1
S1552,21,41,25,20,4.1,0
S1553,15,52,62,57,9.1,1
S1554,20,62,54,58,9.9,1
S1555,19,73,80,71,9.3,1
S1556,17,22,12,10,2.6,0
S1557,16,62,40,65,7.4,1
S1558,20,42,50,41,7.2,1
S1559,21,75,76,60,9.3,1
S1560,21,10,20,22,1.5,0
S1561,22,28,21,30,4.6,0
S1562,16,42,26,43,6.3,0
S1563,16,45,56,64,4.8,1
S1564,20,58,42,50,4.3,1
S1565,18,10,10,10,1.2,0
S1566,20,47,43,49,7.0,1
S1567,18,43,29,34,5.8,0
S1568,19,68,66,64,7.3,1
S1569,21,43,36,38,7.0,0
S1570,22,51,54,54,5.2,1
S1571,20,50,62,48,6.1,1
S1572,15,80,48,73,9.2,1
S1573,15,43,45,35,3.7,1
S1574,19,19,18,24,3.1,0
S1575,15,22,42,15,4.2,0
S1576,16,67,70,81,8.5,1
S1577,17,20,10,10,1.5,0
S1578,18,50,61,63,7.4,1
S1579,15,23,28,25,3.0,0
S1580,20,49,48,40,7.0,1
S1581,22,18,10,10,1.6,0
S1582,21,37,44,52,6.6,1
S1583,22,78,66,71,9.8,1
S1584,19,57,43,54,7.3,1
S1585,18,69,66,74,7.1,1
S1586,22,68,66,73,8.3,1
S1587,20,63,59,61,7.7,1
S1588,17,22,11,10,2.6,0
S1589,21,25,12,32,2.3,0
S1590,16,21,29,44,1.9,0
S1591,17,15,10,16,3.0,0
S1592,16,42,25,36,3.9,0
S1593,22,45,35,30,3.1,0
S1594,19,30,14,18,2.3,0
S1595,16,23,37,40,7.0,0
S1596,15,58,43,61,6.0,1
S1597,21,55,51,43,4.2,1
S1598,18,35,20,17,2.1,0
S1599,15,10,10,10,1.4,0
S1600,18,13,10,23,2.1,0
S1601,15,51,67,47,6.8,1
S1602,17,54,72,59,7.0,1
S1603,22,64,75,64,8.8,1
S1604,19,57,58,59,8.4,1
S1605,19,64,47,62,8.1,1
S1606,22,11,10,12,2.9,0
S1607,22,10,33,11,1.6,0
S1608,18,67,59,70,6.8,1
S1609,21,27,42,28,3.9,0
S1610,19,42,34,62,8.8,1
S1611,17,10,10,21,3.0,0
S1612,19,43,32,48,3.4,1
S1613,21,40,41,47,8.1,1
S1614,15,29,49,51,5.2,1
S1615,17,38,25,24,3.4,0
S1616,19,78,78,71,8.3,1
S1617,15,38,26,16,1.0,0
S1618,17,67,68,63,9.6,1
S1619,16,55,49,60,3.3,1
S1620,21,40,38,46,4.5,1
S1621,19,10,10,10,2.1,0
S1622,18,22,15,24,2.9,0
S1623,22,42,24,31,5.7,0
S1624,22,39,32,44,7.1,0
S1625,22,36,11,27,4.5,0
S1626,21,41,29,18,1.3,0
S1627,20,10,10,15,1.7,0
S1628,21,10,10,10,1.7,0
S1629,15,34,18,15,1.3,0
S1630,19,24,46,44,5.9,0
S1631,15,42,45,41,7.2,1
S1632,17,40,26,17,3.4,0
S1633,18,30,31,31,1.6,0
S1634,18,29,10,36,1.5,0
S1635,19,52,58,45,4.3,1
S1636,22,52,52,54,8.7,1
S1637,18,10,10,19,2.1,0
S1638,16,58,45,63,9.6,1
S1639,16,37,39,44,4.9,1
S1640,21,15,12,10,0.6,0
S1641,15,69,71,59,9.1,1
S1642,15,74,51,60,9.8,1
S1643,21,49,37,37,5.4,1
S1644,22,52,57,51,7.3,1
S1645,21,11,29,16,1.1,0
S1646,17,56,56,61,6.0,1
S1647,20,31,36,33,6.1,0
S1648,15,71,82,77,8.6,1
S1649,22,46,44,25,3.6,0
S1650,16,93,76,69,9.0,1
S1651,16,15,11,10,1.1,0
S1652,20,46,53,70,6.3,1
S1653,21,10,11,16,1.8,0
S1654,19,14,10,19,2.6,0
S1655,16,28,39,48,6.0,0
S1656,15,27,25,23,3.9,0
S1657,22,41,16,25,2.3,0
S1658,17,53,55,41,8.1,1
S1659,17,63,58,67,7.9,1
S1660,20,10,16,10,0.7,0
S1661,20,16,39,34,1.1,0
S1662,19,54,55,54,4.3,1
S1663,19,64,66,75,6.7,1
S1664,15,10,12,10,1.8,0
S1665,15,54,55,39,2.7,1
S1666,15,45,38,24,3.8,0
S1667,22,73,80,72,9.5,1
S1668,20,45,31,30,4.6,0
S1669,15,10,10,10,0.8,0
S1670,15,65,56,53,5.7,1
S1671,21,51,32,38,5.7,1
S1672,20,19,17,26,2.3,0
S1673,18,22,31,35,4.4,0
S1674,15,69,74,68,8.8,1
S1675,19,12,10,10,0.9,0
S1676,21,45,41,51,5.0,1
S1677,22,48,68,57,7.2,1
S1678,19,66,64,64,9.4,1
S1679,19,24,18,30,3.5,0
S1680,22,33,33,27,3.2,0
S1681,18,10,19,14,1.7,0
S1682,22,48,43,46,6.7,1
S1683,19,59,54,44,6.1,1
S1684,21,42,52,48,5.2,1
S1685,17,36,51,40,6.8,1
S1686,15,62,70,63,9.1,1
S1687,18,61,38,51,7.7,1
S1688,15,33,44,36,8.2,0
S1689,22,20,30,50,4.5,0
S1690,22,61,77,63,7.6,1
S1691,19,24,10,19,1.3,0
S1692,19,11,25,13,3.9,0
S1693,16,10,22,11,3.4,0
S1694,15,17,10,13,4.7,0
S1695,18,31,39,26,4.4,0
S1696,16,51,34,44,4.7,1
S1697,18,68,61,59,6.5,1
S1698,15,10,10,17,2.3,0
S1699,18,10,10,21,1.1,0
S1700,20,53,58,55,5.6,1
S1701,16,51,30,52,5.4,1
S1702,21,10,16,10,1.2,0
S1703,20,25,10,21,3.7,0
S1704,15,46,41,39,2.0,1
S1705,18,44,31,44,8.2,0
S1706,20,69,56,57,9.4,1
S1707,16,96,71,92,9.6,1
S1708,21,70,61,49,5.6,1
S1709,22,44,39,30,3.5,0
S1710,20,33,10,10,2.7,0
S1711,21,33,34,19,3.9,0
S1712,18,32,27,23,4.8,0
S1713,18,55,52,52,7.9,1
S1714,19,44,31,37,3.7,0
S1715,22,37,53,52,6.5,1
S1716,16,25,32,38,4.5,0
S1717,15,71,77,73,8.4,1
S1718,21,69,47,58,9.1,1
S1719,16,29,30,32,3.7,0
S1720,15,26,44,29,1.2,0
S1721,21,23,26,32,3.2,0
S1722,16,32,25,24,1.9,0
S1723,20,24,26,23,4.7,0
S1724,19,56,40,51,5.2,1
S1725,21,24,15,13,3.2,0
S1726,18,50,28,39,4.6,0
S1727,17,23,18,10,1.6,0
S1728,19,57,70,70,9.9,1
S1729,18,39,35,37,5.7,0
S1730,18,10,15,25,0.6,0
S1731,21,37,36,41,7.5,0
S1732,16,33,47,13,4.7,0
S1733,16,66,77,80,9.7,1
S1734,17,51,22,38,5.3,0
S1735,20,73,67,63,9.0,1
S1736,18,40,64,55,8.5,1
S1737,15,10,10,11,2.8,0
S1738,22,13,21,28,1.9,0
S1739,16,71,83,81,9.5,1
S1740,18,73,59,63,7.2,1
S1741,18,38,38,41,6.6,0
S1742,18,53,51,53,8.8,1
S1743,22,53,43,25,3.3,1
S1744,21,77,72,70,9.7,1
S1745,20,53,58,56,6.8,1
S1746,22,46,45,51,6.2,1
S1747,21,10,10,19,1.1,0
S1748,22,39,28,36,4.5,0
S1749,15,23,19,21,3.4,0
S1750,16,60,61,63,9.5,1
S1751,15,82,86,68,8.1,1
S1752,16,42,42,45,6.7,1
S1753,21,82,73,64,8.7,1
S1754,18,47,52,35,5.8,1
S1755,16,41,40,43,5.3,1
S1756,18,10,10,15,0.8,0
S1757,19,81,70,65,8.7,1
S1758,15,10,22,24,0.6,0
S1759,21,10,10,21,2.3,0
S1760,15,25,34,22,3.4,0
S1761,21,61,38,46,3.3,1
S1762,18,49,62,45,4.1,1
S1763,16,36,36,28,4.8,0
S1764,22,34,47,21,5.8,0
S1765,16,70,47,49,5.8,1
S1766,21,36,26,31,6.4,0
S1767,22,29,25,26,2.9,0
S1768,21,71,54,62,8.8,1
S1769,22,19,20,15,3.5,0
S1770,16,68,66,66,9.3,1
S1771,16,10,10,10,2.1,0
S1772,17,44,49,38,6.4,1
S1773,15,23,30,14,3.3,0
S1774,20,47,44,45,6.3,1
S1775,18,69,61,65,8.1,1
S1776,18,79,86,81,9.4,1
S1777,22,10,25,11,0.6,0
S1778,19,60,51,57,7.2,1
S1779,22,65,65,55,6.1,1
S1780,15,82,73,59,9.3,1
S1781,19,17,22,31,4.0,0
S1782,18,33,19,27,1.2,0
S1783,16,10,10,10,1.7,0
S1784,19,61,75,68,9.7,1
S1785,15,64,64,60,7.9,1
S1786,17,44,47,42,5.0,1
S1787,22,29,27,22,4.5,0
S1788,21,31,19,32,4.1,0
S1789,16,64,95,75,8.9,1
S1790,17,50,55,42,8.5,1
S1791,21,75,68,50,6.7,1
S1792,20,70,79,58,7.4,1
S1793,21,53,65,69,4.1,1
S1794,18,11,10,10,0.6,0
S1795,15,58,52,56,6.3,1
S1796,19,43,51,40,3.1,1
S1797,22,60,47,69,10.0,1
S1798,16,35,39,41,0.9,0
S1799,17,13,10,19,1.3,0
S1800,20,10,10,10,1.4,0
S1801,15,10,23,17,3.7,0
S1802,20,49,57,42,5.4,1
S1803,16,17,19,25,2.3,0
S1804,15,39,35,40,3.1,0
S1805,15,23,10,27,3.5,0
S1806,16,42,52,47,5.9,1
S1807,17,27,27,28,3.5,0
S1808,20,43,50,65,4.9,1
S1809,18,51,50,61,7.6,1
S1810,19,20,20,27,1.8,0
S1811,17,82,78,76,9.8,1
S1812,20,18,11,14,3.8,0
S1813,15,64,38,56,9.5,1
S1814,21,25,40,48,3.8,0
S1815,19,10,12,15,1.4,0
S1816,16,28,25,35,5.4,0
S1817,21,56,64,63,6.8,1
S1818,15,11,13,10,2.0,0
S1819,20,24,37,23,3.4,0
S1820,22,30,34,42,6.1,0
S1821,20,39,56,41,6.2,1
S1822,18,64,54,74,7.8,1
S1823,21,55,45,59,6.1,1
S1824,18,65,56,55,9.5,1
S1825,15,79,68,58,9.7,1
S1826,17,31,37,40,4.9,0
S1827,17,28,24,35,2.7,0
S1828,20,14,10,10,0.5,0
S1829,18,47,54,48,9.2,1
S1830,16,42,16,27,4.2,0
S1831,19,53,57,62,8.3,1
S1832,22,55,58,52,6.9,1
S1833,18,36,10,15,4.0,0
S1834,16,59,56,62,6.6,1
S1835,20,40,29,45,4.1,0
S1836,22,19,26,29,0.8,0
S1837,16,59,65,60,4.9,1
S1838,15,34,25,25,2.0,0
S1839,21,49,44,42,4.5,1
S1840,22,33,57,29,5.3,0
S1841,16,72,61,79,8.0,1
S1842,17,20,22,31,0.6,0
S1843,22,35,39,28,4.6,0
S1844,15,59,58,68,8.9,1
S1845,15,56,55,49,5.7,1
S1846,15,48,44,40,6.2,1
S1847,16,51,27,48,5.6,1
S1848,20,65,76,57,9.7,1
S1849,22,12,10,10,0.9,0
S1850,16,37,49,32,4.1,0
S1851,21,54,37,29,4.3,1
S1852,16,62,60,64,8.5,1
S1853,19,28,29,29,6.3,0
S1854,22,27,26,25,2.5,0
S1855,15,55,58,67,6.2,1
S1856,15,51,38,58,7.9,1
S1857,20,30,18,26,1.4,0
S1858,22,36,24,51,6.1,0
S1859,15,37,32,34,3.8,0
S1860,22,10,16,18,2.5,0
S1861,16,39,47,61,6.5,1
S1862,20,20,22,29,3.4,0
S1863,17,37,40,28,6.4,0
S1864,19,39,41,36,5.8,0
S1865,16,45,14,18,1.4,0
S1866,17,85,77,84,7.8,1
S1867,18,25,25,31,4.5,0
S1868,20,34,21,41,5.3,0
S1869,19,47,43,46,8.3,1
S1870,20,40,58,55,7.7,1
S1871,21,68,56,58,9.8,1
S1872,16,27,41,49,6.2,0
S1873,22,56,41,48,7.0,1
S1874,21,46,60,62,5.7,1
S1875,18,34,36,45,2.2,0
S1876,15,17,10,10,2.5,0
S1877,17,68,60,63,9.7,1
S1878,17,21,22,12,2.8,0
S1879,21,85,92,88,8.7,1
S1880,19,49,29,38,8.9,0
S1881,15,37,44,26,4.7,0
S1882,15,21,23,24,4.0,0
S1883,16,14,10,18,1.5,0
S1884,17,26,28,37,4.0,0
S1885,19,10,19,10,1.4,0
S1886,18,61,44,56,7.7,1
S1887,19,25,35,36,5.9,0
S1888,18,48,46,62,8.9,1
S1889,19,35,30,20,5.0,0
S1890,17,49,54,67,6.3,1
S1891,19,28,10,26,1.9,0
S1892,21,49,52,53,5.0,1
S1893,20,40,14,15,5.5,0
S1894,22,21,28,19,2.2,0
S1895,19,39,28,26,2.5,0
S1896,18,15,23,10,3.9,0
S1897,18,57,38,43,7.5,1
S1898,16,42,40,44,3.1,1
S1899,15,30,30,25,4.7,0
S1900,18,18,28,21,2.7,0
S1901,19,36,38,27,1.4,0
S1902,19,25,10,10,1.1,0
S1903,15,21,26,26,3.5,0
S1904,18,10,10,10,1.4,0
S1905,21,93,81,76,8.7,1
S1906,22,82,71,83,9.9,1
S1907,20,16,10,30,5.3,0
S1908,18,17,21,22,3.7,0
S1909,17,49,22,29,5.1,0
S1910,16,54,60,51,7.7,1
S1911,17,30,22,31,2.3,0
S1912,22,22,10,10,1.5,0
S1913,17,19,21,24,2.3,0
S1914,20,85,88,74,9.6,1
S1915,19,41,24,15,2.7,0
S1916,19,31,10,22,3.7,0
S1917,21,83,89,84,7.7,1
S1918,17,72,70,68,9.8,1
S1919,19,27,22,15,3.3,0
S1920,18,48,51,55,8.1,1
S1921,17,16,10,17,3.6,0
S1922,15,54,37,35,7.9,1
S1923,21,24,10,19,1.1,0
S1924,19,37,18,37,1.6,0
S1925,21,65,60,67,8.3,1
S1926,22,10,10,17,2.8,0
S1927,19,76,73,57,7.1,1
S1928,20,72,59,55,9.6,1
S1929,20,32,22,20,4.9,0
S1930,19,52,45,47,6.2,1
S1931,22,61,70,62,8.1,1
S1932,21,91,87,100,10.0,1
S1933,19,26,12,28,6.0,0
S1934,16,35,65,57,5.6,1
S1935,18,51,56,66,7.6,1
S1936,17,70,57,71,6.7,1
S1937,21,64,52,55,8.9,1
S1938,15,19,17,26,2.6,0
S1939,20,36,47,25,5.6,0
S1940,17,32,33,30,2.3,0
S1941,15,31,31,41,7.9,0
S1942,18,59,59,53,6.8,1
S1943,18,83,82,78,7.8,1
S1944,21,12,22,24,0.7,0
S1945,22,45,37,34,4.3,0
S1946,17,27,33,35,5.3,0
S1947,22,57,30,38,7.5,1
S1948,16,62,62,61,8.1,1
S1949,15,21,16,14,4.1,0
S1950,19,52,33,72,8.4,1
S1951,16,44,81,60,6.7,1
S1952,20,11,24,14,0.9,0
S1953,17,52,59,41,7.1,1
S1954,19,30,36,41,4.0,0
S1955,17,55,61,57,7.5,1
S1956,17,21,10,22,0.8,0
S1957,20,13,10,14,0.8,0
S1958,17,81,68,73,9.2,1
S1959,17,16,10,12,1.5,0
S1960,22,30,10,25,4.9,0
S1961,15,12,15,15,3.5,0
S1962,20,67,51,70,9.6,1
S1963,18,10,10,10,1.7,0
S1964,16,64,51,58,7.3,1
S1965,19,43,31,43,3.6,0
S1966,19,72,58,57,7.7,1
S1967,15,52,67,43,7.6,1
S1968,15,39,38,40,1.9,0
S1969,22,42,36,23,5.1,0
S1970,22,69,51,70,9.9,1
S1971,20,33,39,28,3.7,0
S1972,22,42,43,47,6.8,1
S1973,20,51,68,59,4.6,1
S1974,16,11,10,20,1.6,0
S1975,16,78,85,65,9.7,1
S1976,18,10,13,20,1.8,0
S1977,17,42,30,40,5.8,0
S1978,17,41,28,30,4.1,0
S1979,17,52,53,55,5.6,1
S1980,21,37,56,44,3.3,1
S1981,17,59,50,45,7.4,1
S1982,18,38,58,53,9.3,1
S1983,17,73,78,51,5.1,1
S1984,21,49,59,66,8.0,1
S1985,16,27,15,34,2.6,0
S1986,17,33,20,35,2.5,0
S1987,19,35,44,52,5.5,1
S1988,16,37,49,31,5.6,0
S1989,20,69,71,64,8.8,1
S1990,22,55,49,37,4.5,1
S1991,19,68,39,44,2.6,1
S1992,20,24,27,23,2.8,0
S1993,15,52,53,50,6.6,1
S1994,19,55,42,50,6.6,1
S1995,15,12,10,17,1.5,0
S1996,19,10,10,13,1.5,0
S1997,21,51,61,59,6.3,1
S1998,16,69,49,67,6.0,1
S1999,21,60,54,55,8.2,1
S2000,22,20,26,13,5.9,0
S2001,21,68,86,68,6.9,1
S2002,16,27,10,29,3.3,0
S2003,20,66,46,55,8.3,1
S2004,15,15,24,21,3.6,0
S2005,20,44,61,64,7.5,1
S2006,16,10,20,13,3.7,0
S2007,19,10,10,20,1.5,0
S2008,17,80,55,64,7.7,1
S2009,22,49,65,71,9.0,1
S2010,19,55,63,55,9.1,1
S2011,21,55,47,38,6.4,1
S2012,21,77,66,73,8.6,1
S2013,21,29,37,28,1.5,0
S2014,16,48,31,36,3.6,0
S2015,19,25,15,26,0.8,0
S2016,22,53,50,53,6.7,1
S2017,22,59,43,50,8.5,1
S2018,21,57,69,60,6.5,1
S2019,20,69,76,50,8.1,1
S2020,20,64,48,69,5.6,1
S2021,18,56,78,47,8.1,1
S2022,22,68,58,64,5.6,1
S2023,18,35,27,30,4.9,0
S2024,21,15,10,17,1.1,0
S2025,20,36,23,52,5.0,0
S2026,19,57,57,53,5.9,1
S2027,17,85,62,73,9.9,1
S2028,20,18,13,33,2.7,0
S2029,20,69,67,59,8.7,1
S2030,16,31,30,27,6.3,0
S2031,17,90,83,79,8.4,1
S2032,16,41,41,53,9.5,1
S2033,22,18,10,23,1.8,0
S2034,19,53,47,65,5.2,1
S2035,16,21,41,31,3.7,0
S2036,15,55,54,53,7.0,1
S2037,20,59,37,49,4.2,1
S2038,17,13,16,22,2.3,0
S2039,17,22,23,15,6.2,0
S2040,17,38,29,34,5.3,0
S2041,16,65,54,62,8.2,1
S2042,17,55,73,54,9.1,1
S2043,22,58,54,61,9.3,1
S2044,16,30,26,21,3.7,0
S2045,21,46,19,38,0.9,0
S2046,16,84,85,72,8.6,1
S2047,21,49,62,62,7.7,1
S2048,19,66,62,62,9.5,1
S2049,16,21,10,20,3.6,0
S2050,19,46,75,59,7.8,1
S2051,19,57,69,72,9.0,1
S2052,15,54,59,68,5.6,1
S2053,15,51,39,57,8.3,1
S2054,20,62,53,61,7.0,1
S2055,18,65,64,71,7.3,1
S2056,15,10,10,10,0.9,0
S2057,18,57,62,66,6.8,1
S2058,18,33,37,38,4.0,0
S2059,19,61,62,47,8.9,1
S2060,18,44,55,58,9.4,1
S2061,21,33,37,31,4.1,0
S2062,15,46,24,41,6.5,0
S2063,18,21,17,14,1.2,0
S2064,20,10,13,10,2.1,0
S2065,19,52,43,43,5.6,1
S2066,18,57,79,76,9.5,1
S2067,22,44,37,43,5.0,1
S2068,16,11,22,23,2.8,0
S2069,15,25,25,13,6.8,0
S2070,15,53,72,49,5.9,1
S2071,20,40,24,53,4.9,0
S2072,16,12,15,14,2.6,0
S2073,22,24,10,11,1.2,0
S2074,20,10,10,10,1.0,0
S2075,17,58,65,48,7.4,1
S2076,15,11,15,12,4.1,0
S2077,18,73,86,72,7.7,1
S2078,22,61,56,60,9.4,1
S2079,18,42,55,45,7.0,1
S2080,17,40,38,54,4.8,1
S2081,21,77,96,83,10.0,1
S2082,17,10,10,10,0.9,0
S2083,17,65,40,53,8.5,1
S2084,22,36,24,36,4.7,0
S2085,18,11,33,17,2.8,0
S2086,20,48,40,57,9.1,1
S2087,18,24,10,26,4.2,0
S2088,21,25,17,19,1.0,0
S2089,21,10,10,12,2.2,0
S2090,19,54,57,58,9.8,1
S2091,18,21,12,10,1.9,0
S2092,22,38,38,27,3.5,0
S2093,16,63,62,59,8.0,1
S2094,16,32,37,38,3.5,0
S2095,16,38,46,35,3.9,0
S2096,17,45,41,35,3.3,1
S2097,21,20,11,20,1.6,0
S2098,19,65,73,73,7.1,1
S2099,22,39,23,35,1.4,0
S2100,15,57,44,59,6.1,1
S2101,22,88,73,85,9.0,1
S2102,16,74,67,78,8.9,1
S2103,17,31,42,48,1.6,1
S2104,19,59,45,51,7.3,1
S2105,15,10,17,27,6.4,0
S2106,19,74,71,78,9.8,1
S2107,18,79,47,56,7.2,1
S2108,22,53,64,39,6.8,1
S2109,15,68,72,62,7.5,1
S2110,15,61,44,59,7.1,1
S2111,21,39,19,13,4.4,0
S2112,22,41,27,25,3.2,0
S2113,20,67,76,75,8.7,1
S2114,18,13,12,10,1.2,0
S2115,16,28,34,19,0.6,0
S2116,17,68,65,67,6.0,1
S2117,16,56,70,45,6.3,1
S2118,17,15,15,10,1.4,0
S2119,15,53,49,57,7.3,1
S2120,22,58,42,39,6.3,1
S2121,15,34,39,32,4.7,0
S2122,18,51,55,58,7.1,1
S2123,18,10,10,10,2.0,0
S2124,19,31,21,23,2.6,0
S2125,19,32,10,29,3.2,0
S2126,15,49,51,39,6.4,1
S2127,15,63,70,53,9.8,1
S2128,16,38,33,54,5.9,1
S2129,20,35,46,41,5.2,1
S2130,17,12,10,10,0.9,0
S2131,21,43,56,56,4.9,1
S2132,21,74,68,92,9.5,1
S2133,17,54,48,48,4.3,1
S2134,17,35,32,38,2.6,0
S2135,22,45,18,24,4.2,0
S2136,22,38,43,31,6.3,0
S2137,15,64,46,42,3.9,1
S2138,17,36,38,40,2.7,0
S2139,19,52,35,38,6.5,1
S2140,17,45,34,34,5.5,0
S2141,22,10,10,10,1.1,0
S2142,18,74,87,75,9.1,1
S2143,19,34,37,40,5.8,0
S2144,20,33,35,30,7.9,0
S2145,18,39,33,38,5.1,0
S2146,17,64,43,50,6.4,1
S2147,19,11,10,10,1.1,0
S2148,20,74,65,67,8.6,1
S2149,22,31,41,50,5.8,1
S2150,18,32,42,45,8.3,0
S2151,15,77,58,75,7.5,1
S2152,21,55,61,65,7.2,1
S2153,15,49,31,55,6.7,1
S2154,17,37,24,35,4.7,0
S2155,19,53,38,51,4.8,1
S2156,20,98,76,83,9.6,1
S2157,20,63,53,64,8.4,1
S2158,17,30,27,39,3.6,0
S2159,15,87,82,83,8.9,1
S2160,16,25,19,18,1.8,0
S2161,20,74,66,58,9.7,1
S2162,15,31,45,47,5.5,1
S2163,18,67,53,59,4.8,1
S2164,15,11,20,16,1.0,0
S2165,18,75,71,82,9.5,1
S2166,21,10,10,10,0.7,0
S2167,16,10,10,10,0.9,0
S2168,16,45,34,36,6.0,0
S2169,15,63,57,65,9.2,1
S2170,17,58,68,77,8.4,1
S2171,21,18,10,10,1.6,0
S2172,21,34,44,38,2.4,0
S2173,18,10,12,10,2.4,0
S2174,19,49,26,39,3.9,0
S2175,19,25,31,12,2.6,0
S2176,18,26,28,39,5.2,0
S2177,17,57,58,45,9.2,1
S2178,18,14,14,13,1.2,0
S2179,15,76,69,84,9.5,1
S2180,17,14,18,10,1.4,0
S2181,20,12,12,10,1.2,0
S2182,19,10,13,10,1.8,0
S2183,16,57,87,71,9.2,1
S2184,22,41,13,36,2.2,0
S2185,19,15,21,18,3.1,0
S2186,16,35,22,35,4.3,0
S2187,17,69,82,74,9.7,1
S2188,19,49,51,63,7.2,1
S2189,18,23,11,11,2.7,0
S2190,21,27,35,28,5.8,0
S2191,19,19,17,24,4.0,0
S2192,20,47,40,42,7.4,1
S2193,21,49,56,57,4.0,1
S2194,22,43,36,34,6.9,0
S2195,17,31,22,10,3.7,0
S2196,17,71,59,54,9.0,1
S2197,20,43,47,42,5.6,1
S2198,18,57,66,33,8.3,1
S2199,15,33,14,30,5.4,0
S2200,18,48,47,68,7.0,1
S2201,20,41,22,38,5.7,0
S2202,21,61,56,57,7.0,1
S2203,18,64,78,68,7.3,1
S2204,16,61,45,52,7.1,1
S2205,16,74,68,76,9.5,1
S2206,16,10,18,10,1.1,0
S2207,15,59,52,58,7.1,1
S2208,22,31,46,36,6.5,0
S2209,20,10,10,10,0.8,0
S2210,16,10,30,15,4.5,0
S2211,15,47,54,52,4.1,1
S2212,16,10,18,10,1.3,0
S2213,20,27,20,38,2.8,0
S2214,22,23,32,31,2.6,0
S2215,15,63,44,61,9.4,1
S2216,21,43,44,49,8.1,1
S2217,22,10,12,10,2.2,0
S2218,21,39,27,33,1.5,0
S2219,15,22,36,39,4.2,0
S2220,19,23,14,10,2.2,0
S2221,22,66,68,69,8.2,1
S2222,15,37,36,28,4.7,0
S2223,20,65,55,67,6.5,1
S2224,21,39,23,22,1.1,0
S2225,18,69,76,79,9.1,1
S2226,18,47,45,49,4.7,1
S2227,17,51,49,54,6.0,1
S2228,21,31,34,31,0.6,0
S2229,15,26,31,39,3.4,0
S2230,18,11,15,13,2.3,0
S2231,16,33,27,24,1.9,0
S2232,16,60,49,40,5.9,1
S2233,18,57,56,51,8.4,1
S2234,21,10,10,10,0.8,0
S2235,18,76,71,53,7.6,1
S2236,17,12,22,16,2.8,0
S2237,21,39,37,38,1.1,0
S2238,20,35,30,22,3.1,0
S2239,20,69,59,76,9.2,1
S2240,17,55,42,56,5.0,1
S2241,16,31,20,32,2.9,0
S2242,20,72,73,83,9.3,1
S2243,18,52,50,59,8.3,1
S2244,18,61,63,57,7.8,1
S2245,20,48,37,51,7.3,1
S2246,16,59,69,78,7.4,1
S2247,20,10,12,20,2.2,0
S2248,19,64,60,64,9.4,1
S2249,16,63,88,83,9.7,1
S2250,19,48,32,37,9.3,0
S2251,21,34,42,30,2.4,0
S2252,22,40,45,43,4.7,1
S2253,15,17,10,14,0.9,0
S2254,16,62,75,61,9.3,1
S2255,15,30,29,36,1.6,0
S2256,18,40,24,37,6.4,0
S2257,17,10,10,10,0.7,0
S2258,21,10,14,10,2.4,0
S2259,19,72,60,70,8.2,1
S2260,17,72,86,74,9.0,1
S2261,21,34,38,41,6.0,0
S2262,16,32,42,21,4.4,0
S2263,21,10,10,10,0.7,0
S2264,20,16,21,10,3.6,0
S2265,20,42,31,30,1.9,0
S2266,21,26,17,23,2.5,0
S2267,18,38,45,43,4.1,1
S2268,16,34,35,46,4.8,0
S2269,22,30,18,29,4.6,0
S2270,19,44,51,55,4.0,1
S2271,18,73,72,70,8.5,1
S2272,17,11,30,20,1.4,0
S2273,22,32,27,21,1.9,0
S2274,21,22,23,23,3.5,0
S2275,17,19,16,17,3.2,0
S2276,18,70,60,75,6.2,1
S2277,16,49,54,58,7.9,1
S2278,17,45,43,35,2.8,1
S2279,15,45,53,56,5.3,1
S2280,17,12,17,10,2.8,0
S2281,22,30,15,16,2.2,0
S2282,16,84,67,77,9.8,1
S2283,21,25,27,43,5.7,0
S2284,20,37,36,46,8.0,0
S2285,21,20,24,23,2.1,0
S2286,20,92,73,84,8.5,1
S2287,15,31,16,33,3.5,0
S2288,17,17,33,33,4.8,0
S2289,21,32,20,34,2.8,0
S2290,22,55,65,63,7.3,1
S2291,18,79,87,91,9.5,1
S2292,22,74,89,86,9.1,1
S2293,22,29,36,32,0.9,0
S2294,19,100,92,94,9.3,1
S2295,19,10,10,10,1.1,0
S2296,20,51,46,49,8.1,1
S2297,16,59,53,66,8.9,1
S2298,16,98,77,94,10.0,1
S2299,19,14,11,14,1.9,0
S2300,18,22,10,11,0.9,0
S2301,21,64,43,60,8.1,1
S2302,18,33,24,34,0.5,0
S2303,16,26,24,24,2.6,0
S2304,22,64,44,58,8.2,1
S2305,19,21,24,16,6.0,0
S2306,20,21,21,27,5.5,0
S2307,18,36,28,41,2.6,0
S2308,22,76,61,68,9.7,1
S2309,19,24,22,10,1.5,0
S2310,18,45,32,39,4.9,0
S2311,21,37,38,40,4.5,0
S2312,16,62,53,67,7.9,1
S2313,21,67,66,66,5.0,1
S2314,22,68,57,66,9.3,1
S2315,18,56,46,57,6.3,1
S2316,16,36,33,35,1.5,0
S2317,16,63,75,76,9.4,1
S2318,22,57,28,46,2.2,1
S2319,20,60,54,60,6.8,1
S2320,16,51,60,63,9.9,1
S2321,21,56,49,67,8.3,1
S2322,16,66,56,59,8.4,1
S2323,16,49,34,46,5.2,1
